Feature,x,y,z,r,hue,gamma,m0,1/r^3,1/r^2,sin(hue),cos(hue),m0/gamma,x/r^3,y/r^3,z/r^3,K_sync,F_pauli_x,F_pauli_y,F_pauli_z,F_torsion
x,1.0,-0.9767214144114817,-0.2205852276724007,0.9385194006942693,0.5802769278724123,-0.5274499939244832,nan,-0.4344981060261359,-0.5516622783600595,0.6417943851318055,-0.43949609637699166,0.6134637378240533,0.2929860231613478,0.443576900693493,0.4321879284887339,0.6417943209084777,0.3976681410320115,-0.7794449013070363,0.8863700607397674,-0.21196073341358784
y,-0.9767214144114817,1.0,0.2290087182904098,-0.9884682390904638,-0.5907851635722564,0.6306027443365846,nan,0.49287931874560725,0.6137582041756477,-0.6522988956033348,0.450336490501201,-0.7167171046037022,-0.21443338281511437,-0.5108901438305717,-0.48991538873911333,-0.6522988401260171,-0.2181836892769089,0.8231150092732445,-0.9196759636746701,0.33189429487216787
z,-0.2205852276724007,0.2290087182904098,1.0,-0.24571988256929223,-0.8442688104683148,0.2628853215795555,nan,0.10033824775697509,0.12836931976981455,-0.7610729300886397,0.9380220755937971,-0.2809657203955748,-0.030676042409226164,-0.1063952792073859,-0.08864512390458834,-0.7610731317343328,0.17692879316990365,-0.11493300294504148,0.023914162735605538,-0.5490025172534849
r,0.9385194006942694,-0.9884682390904639,-0.24571988256929223,1.0,0.6056917587178162,-0.690358945928397,nan,-0.555791342266015,-0.6755362721318786,0.6655746142491379,-0.4692266042539195,0.7700694664869794,0.1850307662104721,0.5776974953421509,0.5524596017039505,0.665574570369257,0.1071317266254959,-0.8314614753111336,0.9294219040911076,-0.3758772547519512
hue,0.5802769278724123,-0.5907851635722564,-0.8442688104683148,0.6056917587178161,1.0,-0.5466067374137467,nan,-0.26082214723737984,-0.331994164095081,0.9900657822078367,-0.9762117904037233,0.5961861915112616,0.10177844097146592,0.2736832755074379,0.25068639231731704,0.9900658319568477,-0.08336093767344013,-0.20916271792928112,0.33543453634646847,0.30228061514071686
gamma,-0.5274499939244832,0.6306027443365846,0.2628853215795555,-0.690358945928397,-0.5466067374137467,0.9999999999999999,nan,0.41022200700204375,0.5041581757331814,-0.5925669745564361,0.4466254170895539,-0.9776365208327147,0.038110681623013606,-0.44062494056318247,-0.40599084566113686,-0.5925669311038497,0.23509577955628044,0.47605919605330776,-0.560453220164749,0.35031885171193
m0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1/r^3,-0.434498106026136,0.49287931874560725,0.10033824775697509,-0.555791342266015,-0.26082214723737984,0.41022200700204375,nan,1.0,0.9816542796101083,-0.28685068407175907,0.20180799382191278,-0.4162335303017922,-0.22809387504830037,-0.9972386880149446,-0.9999134108499691,-0.28685066445477186,0.01532737770489936,0.4441144156326749,-0.6191636663786498,0.1824172694056894
1/r^2,-0.5516622783600595,0.6137582041756476,0.12836931976981455,-0.6755362721318786,-0.331994164095081,0.5041581757331814,nan,0.9816542796101083,1.0,-0.36519298975075454,0.25658519136520513,-0.5099548055638303,-0.2372781755491986,-0.9854104282366336,-0.9810992884120021,-0.36519296798625583,-0.015766414124662138,0.5781459995920696,-0.7347606951297149,0.23463859597165335
sin(hue),0.6417943851318056,-0.6522988956033349,-0.7610729300886397,0.6655746142491379,0.9900657822078368,-0.5925669745564361,nan,-0.28685068407175907,-0.36519298975075454,1.0,-0.9368422440856687,0.6475414787994225,0.11473581075373679,0.30071777301196295,0.27763356180390075,0.9999999998629694,-0.05510875927949757,-0.2788128884518547,0.4068376047107044,0.22524359376023767
cos(hue),-0.4394960963769917,0.450336490501201,0.9380220755937971,-0.4692266042539195,-0.9762117904037233,0.4466254170895539,nan,0.20180799382191278,0.25658519136520513,-0.9368422440856689,1.0,-0.484048854438195,-0.07044517329583111,-0.21254723325372918,-0.1906539038717123,-0.9368423592385635,0.13858792202854955,0.07253030778498804,-0.18701649922688574,-0.4202241800703576
m0/gamma,0.6134637378240533,-0.7167171046037022,-0.2809657203955748,0.7700694664869794,0.5961861915112616,-0.9776365208327147,nan,-0.41623353030179217,-0.5099548055638303,0.6475414787994224,-0.484048854438195,0.9999999999999999,0.02919166890685429,0.44329351141900075,0.41186545706055844,0.6475414265133003,-0.21405654296030585,-0.5097818082308089,0.6193651712721687,-0.3836207421270969
x/r^3,0.2929860231613478,-0.21443338281511437,-0.030676042409226167,0.1850307662104721,0.10177844097146592,0.038110681623013606,nan,-0.22809387504830037,-0.2372781755491986,0.11473581075373679,-0.07044517329583111,0.029191668906854294,1.0,0.16718535953015,0.23219625417309855,0.11473574620574295,0.6227123757276485,0.013625995292400562,0.2468290213304848,0.16922433078659227
y/r^3,0.44357690069349304,-0.5108901438305717,-0.10639527920738588,0.5776974953421509,0.2736832755074379,-0.4406249405631824,nan,-0.9972386880149445,-0.9854104282366336,0.30071777301196295,-0.21254723325372918,0.44329351141900075,0.16718535953015,0.9999999999999999,0.9967635864015807,0.3007177578087158,-0.05991095903342053,-0.47805394779792065,0.635601799644422,-0.21234428716054182
z/r^3,0.4321879284887339,-0.4899153887391133,-0.08864512390458834,0.5524596017039505,0.25068639231731704,-0.4059908456611368,nan,-0.9999134108499691,-0.9810992884120021,0.27763356180390075,-0.1906539038717123,0.4118654570605584,0.23219625417309853,0.9967635864015807,0.9999999999999999,0.27763353979875083,-0.009920752494256299,-0.4444342884379451,0.6195697606831335,-0.18697068993611948
K_sync,0.6417943209084777,-0.6522988401260171,-0.7610731317343328,0.665574570369257,0.9900658319568476,-0.5925669311038496,nan,-0.28685066445477186,-0.36519296798625583,0.9999999998629693,-0.9368423592385636,0.6475414265133003,0.11473574620574295,0.3007177578087158,0.27763353979875083,1.0,-0.0551088694254387,-0.2788128110782303,0.4068375470962418,0.2252437171752962
F_pauli_x,0.39766814103201154,-0.2181836892769089,0.17692879316990365,0.1071317266254959,-0.08336093767344013,0.23509577955628044,nan,0.015327377704899363,-0.015766414124662138,-0.055108759279497564,0.13858792202854953,-0.21405654296030582,0.6227123757276484,-0.05991095903342053,-0.009920752494256297,-0.0551088694254387,1.0,-0.162691569240152,0.25366256013501187,0.2605086299447497
F_pauli_y,-0.7794449013070363,0.8231150092732445,-0.11493300294504147,-0.8314614753111336,-0.20916271792928112,0.47605919605330776,nan,0.44411441563267484,0.5781459995920696,-0.27881288845185465,0.07253030778498804,-0.5097818082308089,0.013625995292400562,-0.47805394779792065,-0.4444342884379451,-0.2788128110782303,-0.16269156924015196,1.0,-0.9273941326621468,0.5501265757150446
F_pauli_z,0.8863700607397673,-0.9196759636746701,0.02391416273560554,0.9294219040911076,0.3354345363464684,-0.5604532201647491,nan,-0.6191636663786498,-0.7347606951297149,0.4068376047107044,-0.1870164992268857,0.6193651712721687,0.2468290213304848,0.635601799644422,0.6195697606831335,0.4068375470962418,0.25366256013501187,-0.9273941326621468,1.0,-0.48031502411102095
F_torsion,-0.21196073341358784,0.33189429487216787,-0.549002517253485,-0.3758772547519512,0.30228061514071686,0.35031885171193006,nan,0.18241726940568936,0.23463859597165337,0.22524359376023767,-0.42022418007035756,-0.3836207421270969,0.16922433078659224,-0.21234428716054182,-0.18697068993611948,0.22524371717529623,0.2605086299447497,0.5501265757150446,-0.480315024111021,1.0
